time,x-acceleration,y-acceleration,z-acceleration
13.400,1.648,-0.382,-0.091
13.420,1.599,-0.298,-0.077
13.440,1.592,-0.249,-0.062
13.460,1.500,-0.183,-0.060
13.480,1.395,-0.144,-0.067
13.500,1.272,-0.136,-0.073
13.520,1.177,-0.133,-0.080
13.540,1.027,-0.141,-0.051
13.560,0.940,-0.171,-0.033
13.580,0.904,-0.234,-0.031
13.600,0.854,-0.249,-0.014
13.620,0.852,-0.277,-0.034
13.640,0.779,-0.265,-0.041
13.660,0.716,-0.248,-0.031
13.680,0.721,-0.258,-0.029
13.700,0.708,-0.264,-0.023
13.720,0.735,-0.233,-0.021
13.740,0.702,-0.233,-0.012
13.760,0.648,-0.254,-0.032
13.780,0.577,-0.251,-0.034
13.800,0.481,-0.193,-0.005
13.820,0.399,-0.151,0.009
13.840,0.320,-0.116,0.018
13.860,0.250,-0.079,0.038
13.880,0.173,0.009,0.049
13.900,0.086,0.111,0.056
13.920,0.053,0.154,0.057
13.940,-0.015,0.137,0.048
13.960,0.090,0.089,-0.004
13.980,0.148,0.036,0.031
14.000,0.213,-0.110,0.032
14.020,0.302,-0.102,-0.012
14.040,0.381,-0.103,0.019
14.060,0.462,-0.173,0.003
14.080,0.542,-0.202,-0.021
14.100,0.616,-0.207,-0.036
14.120,0.623,-0.183,-0.013
14.140,0.682,-0.234,0.020
14.160,0.739,-0.256,-0.011
14.180,0.761,-0.225,-0.023
14.200,0.788,-0.209,0.003
14.220,0.823,-0.217,0.001
14.240,0.888,-0.214,-0.019
14.260,0.881,-0.206,-0.001
14.280,0.890,-0.235,0.015
14.300,0.935,-0.299,0.010
14.320,0.959,-0.289,0.005
14.340,0.883,-0.215,0.007
14.360,0.857,-0.182,-0.007
14.380,0.964,-0.241,-0.047
14.400,0.997,-0.247,-0.022
14.420,0.984,-0.227,0.007
14.440,0.996,-0.273,-0.007
14.460,0.990,-0.289,-0.021
14.480,0.977,-0.291,-0.010
14.500,0.906,-0.279,0.011
14.520,0.871,-0.280,-0.004
14.540,0.927,-0.294,-0.035
14.560,0.949,-0.297,-0.048
14.580,0.960,-0.277,-0.046
14.600,1.057,-0.298,-0.047
14.620,1.240,-0.394,-0.057
14.640,1.417,-0.500,-0.067
14.660,1.579,-0.584,-0.061
14.680,1.658,-0.629,-0.047
14.700,1.711,-0.604,-0.040
14.720,1.636,-0.505,-0.050
14.740,1.605,-0.430,-0.057
14.760,1.575,-0.338,-0.053
14.780,1.432,-0.233,-0.034
14.800,1.332,-0.189,-0.036
14.820,1.218,-0.162,-0.032
14.840,1.144,-0.169,-0.029
14.860,1.118,-0.197,-0.027
14.880,1.137,-0.262,-0.014
