time,x-acceleration,y-acceleration,z-acceleration
11.940,0.901,0.688,-0.031
11.960,0.853,0.670,-0.038
11.980,0.854,0.642,-0.058
12.000,0.822,0.643,-0.045
12.020,0.841,0.674,-0.022
12.040,0.924,0.712,-0.042
12.060,0.986,0.769,-0.083
12.080,1.132,0.855,-0.103
12.100,1.292,0.927,-0.085
12.120,1.453,0.984,-0.090
12.140,1.526,0.985,-0.112
12.160,1.547,0.965,-0.097
12.180,1.541,0.963,-0.066
12.200,1.451,0.943,-0.053
12.220,1.385,0.955,-0.057
12.240,1.316,0.974,-0.063
12.260,1.260,0.963,-0.085
12.280,1.181,0.944,-0.098
12.300,1.085,0.884,-0.098
12.320,1.001,0.851,-0.081
12.340,0.938,0.791,-0.075
12.360,0.933,0.740,-0.062
12.380,0.950,0.710,-0.038
12.400,0.923,0.604,-0.006
12.420,0.909,0.570,0.006
12.440,0.860,0.527,0.015
12.460,0.839,0.492,0.010
12.480,0.802,0.464,-0.008
12.500,0.757,0.446,0.003
12.520,0.743,0.424,0.002
12.540,0.731,0.396,0.017
12.560,0.696,0.376,0.016
12.580,0.680,0.364,0.015
12.600,0.687,0.385,0.003
12.620,0.680,0.307,-0.004
12.640,0.570,0.286,-0.024
12.660,0.518,0.170,-0.019
12.680,0.356,0.171,0.008
12.700,0.227,0.116,-0.010
12.720,-0.001,0.124,-0.029
12.740,-0.117,0.113,0.013
12.760,-0.001,0.237,-0.605
12.780,-0.260,0.083,-0.443
12.800,-0.191,0.150,0.086
12.820,0.353,0.406,-0.132
12.840,0.366,0.249,-0.004
12.860,0.303,0.268,0.027
12.880,0.268,0.290,0.036
12.900,0.317,0.292,0.048
12.920,0.475,0.391,0.029
12.940,0.569,0.459,0.038
12.960,0.655,0.487,0.050
12.980,0.739,0.504,0.029
13.000,0.733,0.503,0.007
13.020,0.689,0.499,0.008
13.040,0.685,0.530,0.016
13.060,0.760,0.605,-0.002
13.080,0.815,0.656,-0.034
13.100,0.744,0.657,-0.030
13.120,0.771,0.722,-0.025
13.140,0.827,0.775,-0.055
13.160,0.865,0.794,-0.075
13.180,0.841,0.773,-0.069
13.200,0.813,0.755,-0.063
13.220,0.795,0.763,-0.078
13.240,0.811,0.819,-0.073
13.260,0.821,0.820,-0.066
13.280,0.821,0.823,-0.057
13.300,0.824,0.840,-0.024
13.320,0.810,0.819,-0.020
13.340,0.830,0.786,-0.057
13.360,0.903,0.843,-0.082
13.380,1.008,0.965,-0.075
13.400,1.105,1.056,-0.082
13.420,1.175,1.104,-0.101
13.440,1.318,1.172,-0.083
13.460,1.437,1.250,-0.053
13.480,1.526,1.285,-0.044
13.500,1.490,1.258,-0.035
13.520,1.362,1.221,-0.002
13.540,1.253,1.172,0.001
13.560,1.175,1.143,0.003
13.580,1.071,1.124,-0.012
13.600,0.970,1.072,-0.014
13.620,0.917,1.000,-0.010
13.640,0.869,0.939,-0.013
13.660,0.818,0.824,-0.040
13.680,0.787,0.762,-0.036
13.700,0.762,0.713,-0.022
13.720,0.785,0.655,-0.004
13.740,0.833,0.623,0.012
13.760,0.821,0.584,0.024
13.780,0.792,0.541,0.036
13.800,0.777,0.494,0.051
13.820,0.709,0.461,0.053
13.840,0.671,0.439,0.043
13.860,0.651,0.451,0.047
13.880,0.585,0.415,0.029
13.900,0.536,0.426,0.039
13.920,0.531,0.423,0.038
13.940,0.521,0.426,0.036
13.960,0.519,0.418,0.047
13.980,0.505,0.407,0.046
14.000,0.474,0.378,0.046
14.020,0.420,0.337,0.029
14.040,0.286,0.261,0.038
14.060,0.015,0.206,0.043
14.080,-0.153,-0.011,0.001
14.100,0.033,0.244,-0.141
14.120,-0.144,0.105,0.022
14.140,-0.129,0.226,0.054
14.160,0.183,0.252,-0.011
14.180,0.109,0.212,0.013
14.200,0.143,0.268,0.001
14.220,0.268,0.347,0.001
14.240,0.409,0.453,0.004
14.260,0.484,0.544,-0.027
14.280,0.581,0.603,-0.023
14.300,0.617,0.630,0.006
14.320,0.523,0.621,-0.018
14.340,0.499,0.647,-0.053
14.360,0.631,0.722,-0.020
14.380,0.696,0.739,-0.016
14.400,0.608,0.801,-0.053
14.420,0.676,0.794,-0.027
14.440,0.777,0.800,-0.024
14.460,0.836,0.859,-0.027
14.480,0.742,0.906,-0.062
14.500,0.718,0.966,-0.072
14.520,0.696,1.005,-0.100
14.540,0.735,1.055,-0.128
14.560,0.729,1.074,-0.103
14.580,0.712,1.030,-0.083
14.600,0.705,0.983,-0.109
14.620,0.709,0.954,-0.118
14.640,0.711,0.947,-0.084
14.660,0.827,0.981,-0.033
14.680,1.021,1.041,-0.035
14.700,1.149,1.042,-0.070
14.720,1.144,0.979,-0.051
14.740,1.083,0.895,-0.020
14.760,1.016,0.816,-0.034
14.780,0.983,0.769,-0.053
14.800,0.906,0.628,-0.003
14.820,0.634,0.588,-0.007
14.840,0.538,0.537,-0.018
14.860,0.512,0.556,-0.011
14.880,0.294,0.494,0.013
14.900,0.157,0.550,-0.052
14.920,0.072,0.527,-0.048
14.940,0.046,0.554,-0.073
14.960,-0.023,0.495,-0.015
14.980,-0.148,0.562,0.009
15.000,-0.196,0.601,0.027
15.020,-0.290,0.642,0.013
15.040,-0.445,0.709,0.056
15.060,-0.560,0.764,0.058
15.080,-0.513,0.825,0.055
15.100,-0.544,0.812,0.051
15.120,-0.679,0.851,0.076
15.140,-0.690,0.869,0.071
15.160,-0.718,0.886,0.075
15.180,-0.749,0.845,0.064
15.200,-0.785,0.885,0.081
15.220,-0.875,0.913,0.087
15.240,-0.920,0.891,0.092
15.260,-0.951,0.911,0.092
15.280,-1.013,0.915,0.098
15.300,-1.042,0.975,0.087
15.320,-1.073,0.960,0.074
15.340,-1.081,1.008,0.061
15.360,-1.141,1.088,0.061
15.380,-1.087,1.092,0.057
15.400,-1.046,1.067,0.042
15.420,-1.025,1.092,0.029
15.440,-0.972,1.138,0.018
15.460,-0.926,1.153,0.021
15.480,-0.868,1.134,0.028
15.500,-0.841,1.099,0.023
15.520,-0.736,1.055,0.021
15.540,-0.650,1.010,0.023
15.560,-0.614,1.020,0.021
15.580,-0.591,1.080,0.020
15.600,-0.529,1.132,0.015
15.620,-0.434,1.174,0.009
15.640,-0.369,1.196,-0.000
15.660,-0.390,1.154,-0.003
15.680,-0.379,1.045,-0.009
15.700,-0.320,0.940,-0.006
15.720,-0.356,0.874,-0.002
15.740,-0.345,0.849,-0.004
15.760,-0.341,0.838,-0.004
15.780,-0.323,0.836,-0.008
15.800,-0.335,0.815,-0.011
15.820,-0.312,0.819,-0.010
15.840,-0.310,0.864,-0.012
15.860,-0.299,0.890,-0.010
15.880,-0.276,0.888,-0.003
15.900,-0.251,0.900,-0.002
15.920,-0.267,0.954,-0.004
15.940,-0.210,1.016,0.009
15.960,-0.234,1.012,0.013
15.980,-0.201,1.043,0.001
16.000,-0.140,1.060,-0.014
16.020,-0.084,1.083,-0.021
16.040,-0.065,1.085,-0.017
16.060,-0.030,1.080,-0.013
16.080,0.012,1.082,-0.016
16.100,0.053,1.094,-0.011
16.120,0.080,1.106,-0.007
16.140,0.123,1.081,-0.020
16.160,0.138,1.104,-0.024
16.180,0.148,1.138,-0.023
16.200,0.151,1.130,-0.024
16.220,0.175,1.129,-0.031
16.240,0.225,1.177,-0.039
16.260,0.237,1.217,-0.036
16.280,0.228,1.220,-0.042
16.300,0.255,1.197,-0.047
16.320,0.269,1.169,-0.052
16.340,0.266,1.164,-0.051
16.360,0.262,1.204,-0.058
16.380,0.281,1.283,-0.067
16.400,0.285,1.308,-0.069
16.420,0.279,1.306,-0.073
16.440,0.256,1.302,-0.075
16.460,0.246,1.297,-0.072
16.480,0.244,1.312,-0.062
